"ngram","pubyear","count","rel_freq"
"4144","Channel access method",2011,1,5.44529735952086e-07
"4145","Electrical substation",2011,1,5.44529735952086e-07
"4146","Type Control",2009,1,3.05274626580445e-07
"4147","Split ring",2013,1,3.17950364768556e-07
"4148","Electrical conductor",2008,1,2.82895354745117e-07
"4149","Renewable resource",2015,1,2.98975739015706e-07
"4150","Heat pump",2006,1,4.07574361942336e-07
"4151","Electrically conductive adhesive",2014,1,2.70769877284384e-07
"4152","Transmission line",2012,1,5.9446776409379e-07
"4153","Steady state",2011,1,5.44529735952086e-07
"4154","Transformer",2006,1,4.07574361942336e-07
"4155","Brushless DC electric motor",2013,1,3.17950364768556e-07
"4156","Three Steps",2012,1,5.9446776409379e-07
"4157","Turbine",2015,1,2.98975739015706e-07
"4158","Thermostability",2011,1,5.44529735952086e-07
"4159","Motor control",2011,1,5.44529735952086e-07
"4160","Solar thermal collector",2015,1,2.98975739015706e-07
"4161","Silicic acid",2007,1,3.42026039126411e-07
"4162","Quartz",2014,1,2.70769877284384e-07
"4163","Normal force",2008,1,2.82895354745117e-07
"4164","Collision domain",2011,1,5.44529735952086e-07
"4165","Chemical reaction",2015,1,2.98975739015706e-07
"4166","Singleton (mathematics)",2010,1,5.37350710538845e-07
"4167","Tube top",2012,1,5.9446776409379e-07
"4168","Dissipation",2011,1,5.44529735952086e-07
"4169","Industrial applicability",2012,1,5.9446776409379e-07
"4170","Flight dynamics",2007,1,3.42026039126411e-07
"4171","HVAC",2010,1,5.37350710538845e-07
"4172","Metropolitan area network",2011,1,5.44529735952086e-07
"4173","Machine Design",2007,1,3.42026039126411e-07
"4174","Particle number",2014,1,2.70769877284384e-07
"4175","Programming tool",2011,1,5.44529735952086e-07
"4176","Nature reserve",2011,1,5.44529735952086e-07
"4177","System bus",2011,1,5.44529735952086e-07
"4178","Human height",2009,1,3.05274626580445e-07
"4179","Heat flux",2012,1,5.9446776409379e-07
"4180","Combinatoriality",2014,1,2.70769877284384e-07
"4181","Plant System",2008,1,2.82895354745117e-07
"4182","Machine control",2012,1,5.9446776409379e-07
"4183","Friction modifier",2015,1,2.98975739015706e-07
"4184","Technical report",2011,1,5.44529735952086e-07
"4185","Cell wall",2015,1,2.98975739015706e-07
"4186","Ultrasonic motor",2015,1,2.98975739015706e-07
"4187","Sport",2010,1,5.37350710538845e-07
"4188","Expression (mathematics)",2010,1,5.37350710538845e-07
"4189","Low-pressure area",2012,1,5.9446776409379e-07
"4190","Packaging and labeling",2009,1,3.05274626580445e-07
"4191","Power semiconductor device",2014,1,2.70769877284384e-07
"4192","Steel",2010,1,5.37350710538845e-07
"4193","Strain gauge",2013,1,3.17950364768556e-07
"4194","Insulator (electricity)",2006,1,4.07574361942336e-07
"4195","Stainless steel",2014,1,2.70769877284384e-07
"4196","Evaluation function",2010,1,5.37350710538845e-07
"4197","Water cycle",2014,1,2.70769877284384e-07
"4198","Motor controller",2010,1,5.37350710538845e-07
"4199","Personal area network",2011,1,5.44529735952086e-07
"4200","Damage-associated molecular pattern",2012,1,5.9446776409379e-07
"4201","Water level",2011,1,5.44529735952086e-07
"4202","Turboexpander",2014,1,2.70769877284384e-07
"4203","Energy homeostasis",2013,1,3.17950364768556e-07
"4204","Lift-to-drag ratio",2006,1,4.07574361942336e-07
"4205","Metallic fiber",2010,1,5.37350710538845e-07
"4206","Radical polymerization",2011,1,5.44529735952086e-07
"4207","Hydroxy group",2014,1,2.70769877284384e-07
"4208","Variable geometry",2007,1,3.42026039126411e-07
"4209","Voltage regulation",2009,1,3.05274626580445e-07
"4210","Preventive healthcare",2011,1,5.44529735952086e-07
"4211","Methanosarcina barkeri",2014,1,2.70769877284384e-07
"4212","Turboexpander",2015,1,2.98975739015706e-07
"4213","Torque density",2011,1,5.44529735952086e-07
"4214","Design methods",2012,1,5.9446776409379e-07
"4215","Wave farm",2010,1,5.37350710538845e-07
"4216","Turboexpander",2008,1,2.82895354745117e-07
"4217","Contraflow lane",2015,1,2.98975739015706e-07
"4218","Chemical weapon",2011,1,5.44529735952086e-07
"4219","Deviation of a local ring",2013,1,3.17950364768556e-07
"4220","Binder (material)",2011,1,5.44529735952086e-07
"4221","Parallel axis theorem",2015,1,2.98975739015706e-07
"4222","Coriolis force",2011,1,5.44529735952086e-07
"4223","Remote control",2012,1,5.9446776409379e-07
"4224","Peak expiratory flow",2015,1,2.98975739015706e-07
"4225","Mass excess",2007,1,3.42026039126411e-07
"4226","Conical surface",2012,1,5.9446776409379e-07
"4227","State diagram",2012,1,5.9446776409379e-07
"4228","Water injection (oil production)",2007,1,3.42026039126411e-07
"4229","Total internal reflection",2011,1,5.44529735952086e-07
"4230","Proportionality (mathematics)",2009,1,3.05274626580445e-07
"4231","Thermal conductivity",2011,1,5.44529735952086e-07
"4232","Bridging (networking)",2011,1,5.44529735952086e-07
"4233","Physical change",2013,1,3.17950364768556e-07
"4234","Unmoved mover",2014,1,2.70769877284384e-07
"4235","Signal reflection",2013,1,3.17950364768556e-07
"4236","Ion beam",2006,1,4.07574361942336e-07
"4237","Broadcast delay",2009,1,3.05274626580445e-07
"4238","Compressive stress",2011,1,5.44529735952086e-07
"4239","Mineral (nutrient)",2011,1,5.44529735952086e-07
"4240","Biofuel",2015,1,2.98975739015706e-07
"4241","Economic development",2011,1,5.44529735952086e-07
"4242","Change detection",2013,1,3.17950364768556e-07
"4243","Open-loop controller",2012,1,5.9446776409379e-07
"4244","Wave",2007,1,3.42026039126411e-07
"4245","Cable length",2011,1,5.44529735952086e-07
"4246","Convex polygon",2014,1,2.70769877284384e-07
"4247","Ring (mathematics)",2014,1,2.70769877284384e-07
"4248","Spatial frequency",2015,1,2.98975739015706e-07
"4249","Structural change",2012,1,5.9446776409379e-07
"4250","Geothermal power",2010,1,5.37350710538845e-07
"4251","Aqueous solution",2013,1,3.17950364768556e-07
"4252","Parasitic drag",2011,1,5.44529735952086e-07
"4253","Reinforced concrete",2011,1,5.44529735952086e-07
"4254","Covalent bond",2013,1,3.17950364768556e-07
"4255","Nonlinear system",2011,1,5.44529735952086e-07
"4256","Environmental flow",2012,1,5.9446776409379e-07
"4257","Control operation",2009,1,3.05274626580445e-07
"4258","Portland cement",2014,1,2.70769877284384e-07
"4259","Data set",2014,1,2.70769877284384e-07
"4260","Rolling (metalworking)",2013,1,3.17950364768556e-07
"4261","Intrinsic viscosity",2009,1,3.05274626580445e-07
"4262","C date and time functions",2011,1,5.44529735952086e-07
"4263","Low frequency",2015,1,2.98975739015706e-07
"4264","Overhead power line",2011,1,5.44529735952086e-07
"4265","Reynolds number",2011,1,5.44529735952086e-07
"4266","Motor unit",2011,1,5.44529735952086e-07
"4267","Absolute value",2015,1,2.98975739015706e-07
"4268","Orbit",2011,1,5.44529735952086e-07
"4269","Absorption band",2011,1,5.44529735952086e-07
"4270","Lubrication",2011,1,5.44529735952086e-07
"4271","Plate number",2011,1,5.44529735952086e-07
"4272","Redox",2014,1,2.70769877284384e-07
"4273","Succinic acid",2007,1,3.42026039126411e-07
"4274","Exhaust gas",2015,1,2.98975739015706e-07
"4275","Synthetic fuel",2010,1,5.37350710538845e-07
"4276","Guide wire",2011,1,5.44529735952086e-07
"4277","Beta angle",2011,1,5.44529735952086e-07
"4278","Bridging (networking)",2009,1,3.05274626580445e-07
"4279","Agricultural machinery",2014,1,2.70769877284384e-07
"4280","Total internal reflection",2009,1,3.05274626580445e-07
"4281","Flight dynamics",2009,1,3.05274626580445e-07
"4282","Glass transition",2011,1,5.44529735952086e-07
"4283","Loss function",2014,1,2.70769877284384e-07
"4284","Machine Design",2009,1,3.05274626580445e-07
"4285","Wing",2011,1,5.44529735952086e-07
"4286","Adhesive",2014,1,2.70769877284384e-07
"4287","Vertical orientation",2012,1,5.9446776409379e-07
"4288","Energy recovery",2009,1,3.05274626580445e-07
"4289","Unix signal",2008,1,2.82895354745117e-07
"4290","Optical fiber",2015,1,2.98975739015706e-07
"4291","Desalination",2006,1,4.07574361942336e-07
"4292","Plant cell",2011,1,5.44529735952086e-07
"4293","Level (logarithmic quantity)",2011,1,5.44529735952086e-07
"4294","Functional testing",2011,1,5.44529735952086e-07
"4295","Electrical resistance and conductance",2012,1,5.9446776409379e-07
"4296","Quadrant (plane geometry)",2014,1,2.70769877284384e-07
"4297","Electrical contacts",2014,1,2.70769877284384e-07
"4298","Particle number",2015,1,2.98975739015706e-07
"4299","Exchange interaction",2012,1,5.9446776409379e-07
"4300","Business transaction management",2014,1,2.70769877284384e-07
"4301","Multiple use",2008,1,2.82895354745117e-07
"4302","Power-to-weight ratio",2011,1,5.44529735952086e-07
"4303","Light metal",2012,1,5.9446776409379e-07
"4304","Buck converter",2013,1,3.17950364768556e-07
"4305","Central Unit",2015,1,2.98975739015706e-07
"4306","Parity (mathematics)",2011,1,5.44529735952086e-07
"4307","Angular distance",2011,1,5.44529735952086e-07
"4308","Plant System",2015,1,2.98975739015706e-07
"4309","Standard enthalpy of reaction",2015,1,2.98975739015706e-07
"4310","Thermal efficiency",2014,1,2.70769877284384e-07
"4311","Hydroxy group",2012,1,5.9446776409379e-07
"4312","Transmission (medicine)",2009,1,3.05274626580445e-07
"4313","ISO 6709",2012,1,5.9446776409379e-07
"4314","Monitor unit",2010,1,5.37350710538845e-07
"4315","Low voltage",2006,1,4.07574361942336e-07
"4316","Sampling (signal processing)",2009,1,3.05274626580445e-07
"4317","Advance ratio",2009,1,3.05274626580445e-07
"4318","Pulp and paper industry",2008,1,2.82895354745117e-07
"4319","Brake lining",2012,1,5.9446776409379e-07
"4320","Power control",2006,1,4.07574361942336e-07
"4321","Parallel (geometry)",2008,1,2.82895354745117e-07
"4322","Cryogenics",2007,1,3.42026039126411e-07
"4323","Voltage regulation",2007,1,3.42026039126411e-07
"4324","Automation",2011,1,5.44529735952086e-07
"4325","Flexural strength",2006,1,4.07574361942336e-07
"4326","Piezoelectricity",2012,1,5.9446776409379e-07
"4327","Base oil",2010,1,5.37350710538845e-07
"4328","Ammonium hydroxide",2014,1,2.70769877284384e-07
"4329","Working time",2010,1,5.37350710538845e-07
"4330","Inert gas",2011,1,5.44529735952086e-07
"4331","Structural Damage",2013,1,3.17950364768556e-07
"4332","Response time (technology)",2010,1,5.37350710538845e-07
"4333","Energy density",2010,1,5.37350710538845e-07
"4334","Suction pressure",2006,1,4.07574361942336e-07
"4335","Steam turbine",2008,1,2.82895354745117e-07
"4336","High pressure",2013,1,3.17950364768556e-07
"4337","Flow Energy",2014,1,2.70769877284384e-07
"4338","Tap changer",2011,1,5.44529735952086e-07
"4339","Pulp and paper industry",2014,1,2.70769877284384e-07
"4340","Storm",2011,1,5.44529735952086e-07
"4341","CV/gate",2015,1,2.98975739015706e-07
"4342","Silicon carbide",2014,1,2.70769877284384e-07
"4343","Time",2012,1,5.9446776409379e-07
"4344","Sampling (signal processing)",2011,1,5.44529735952086e-07
"4345","Hydroelectricity",2011,1,5.44529735952086e-07
"4346","Growth medium",2014,1,2.70769877284384e-07
"4347","Rolling resistance",2014,1,2.70769877284384e-07
"4348","Chemical reaction",2014,1,2.70769877284384e-07
"4349","Radiation pattern",2011,1,5.44529735952086e-07
"4350","Direct Contact",2015,1,2.98975739015706e-07
"4351","Sigmoid function",2014,1,2.70769877284384e-07
"4352","Linear motor",2009,1,3.05274626580445e-07
"4353","Altitude",2014,1,2.70769877284384e-07
"4354","Pauling's rules",2014,1,2.70769877284384e-07
"4355","Arm",2006,1,4.07574361942336e-07
"4356","Molecular mass",2010,1,5.37350710538845e-07
"4357","Fine-tuning",2014,1,2.70769877284384e-07
"4358","Base metal",2012,1,5.9446776409379e-07
"4359","Hydrostatics",2013,1,3.17950364768556e-07
"4360","Numerical method",2011,1,5.44529735952086e-07
"4361","Graphic communication",2012,1,5.9446776409379e-07
"4362","Distilled water",2007,1,3.42026039126411e-07
"4363","Bearing pressure",2011,1,5.44529735952086e-07
"4364","Body whorl",2011,1,5.44529735952086e-07
"4365","C-value",2011,1,5.44529735952086e-07
"4366","Stroke (engine)",2011,1,5.44529735952086e-07
"4367","Point location",2014,1,2.70769877284384e-07
"4368","Box set",2011,1,5.44529735952086e-07
"4369","Surface energy",2006,1,4.07574361942336e-07
"4370","Rotary wheel blow molding systems",2012,1,5.9446776409379e-07
"4371","Metallosphaera sedula",2012,1,5.9446776409379e-07
"4372","Thermal insulation",2015,1,2.98975739015706e-07
"4373","Lorentz force",2015,1,2.98975739015706e-07
"4374","Pulse-width modulation",2015,1,2.98975739015706e-07
"4375","Vanadium redox battery",2014,1,2.70769877284384e-07
"4376","Expected value",2012,1,5.9446776409379e-07
"4377","Decision-making",2009,1,3.05274626580445e-07
"4378","Temperature",2006,1,4.07574361942336e-07
"4379","Model of computation",2014,1,2.70769877284384e-07
"4380","Steel casting",2011,1,5.44529735952086e-07
"4381","Tide",2010,1,5.37350710538845e-07
"4382","Maximum Force",2015,1,2.98975739015706e-07
"4383","Bearing surface",2015,1,2.98975739015706e-07
"4384","Clock signal",2009,1,3.05274626580445e-07
"4385","002 - Early Stage",2014,1,2.70769877284384e-07
"4386","Artificial neural network",2009,1,3.05274626580445e-07
"4387","Antenna diversity",2015,1,2.98975739015706e-07
"4388","Cost efficiency",2014,1,2.70769877284384e-07
"4389","Vanadium redox battery",2008,1,2.82895354745117e-07
"4390","Fire resistance",2015,1,2.98975739015706e-07
"4391","Coastal management",2013,1,3.17950364768556e-07
"4392","Work hardening",2013,1,3.17950364768556e-07
"4393","Thermal mass",2010,1,5.37350710538845e-07
"4394","Sheet metal",2010,1,5.37350710538845e-07
"4395","Engineering tolerance",2011,1,5.44529735952086e-07
"4396","Robotic arm",2014,1,2.70769877284384e-07
"4397","Self storage",2015,1,2.98975739015706e-07
"4398","Ion exchange",2012,1,5.9446776409379e-07
"4399","As the crow flies",2015,1,2.98975739015706e-07
"4400","Square (algebra)",2015,1,2.98975739015706e-07
"4401","Pi system",2011,1,5.44529735952086e-07
"4402","Construction Site",2015,1,2.98975739015706e-07
"4403","Numerical method",2009,1,3.05274626580445e-07
"4404","Synthetic membrane",2012,1,5.9446776409379e-07
"4405","Preventive maintenance",2008,1,2.82895354745117e-07
"4406","New Approach",2009,1,3.05274626580445e-07
"4407","Suction pressure",2007,1,3.42026039126411e-07
"4408","Coulomb's law",2011,1,5.44529735952086e-07
"4409","Heat pipe",2015,1,2.98975739015706e-07
"4410","Rolling (metalworking)",2014,1,2.70769877284384e-07
"4411","Rapid construction",2010,1,5.37350710538845e-07
"4412","Curvature",2012,1,5.9446776409379e-07
"4413","Network performance",2015,1,2.98975739015706e-07
"4414","Voltage regulation",2006,1,4.07574361942336e-07
"4415","Labor intensity",2014,1,2.70769877284384e-07
"4416","Statistics",2008,1,2.82895354745117e-07
"4417","Thrust bearing",2012,1,5.9446776409379e-07
"4418","Convex curve",2008,1,2.82895354745117e-07
"4419","Plane of reference",2015,1,2.98975739015706e-07
"4420","Nominal power (radio broadcasting)",2009,1,3.05274626580445e-07
"4421","Machine control",2010,1,5.37350710538845e-07
"4422","Closed-end fund",2011,1,5.44529735952086e-07
"4423","Drive wheel",2008,1,2.82895354745117e-07
"4424","Transmittance",2011,1,5.44529735952086e-07
"4425","Electric distribution network",2010,1,5.37350710538845e-07
"4426","Prime (liturgy)",2011,1,5.44529735952086e-07
"4427","Pollution",2007,1,3.42026039126411e-07
"4428","Matrix (mathematics)",2014,1,2.70769877284384e-07
"4429","Environmental issue",2014,1,2.70769877284384e-07
"4430","Aircraft dynamic modes",2015,1,2.98975739015706e-07
"4431","Mean width",2011,1,5.44529735952086e-07
"4432","Stand-alone power system",2009,1,3.05274626580445e-07
"4433","Active layer",2013,1,3.17950364768556e-07
"4434","Bridge circuit",2009,1,3.05274626580445e-07
"4435","Computer case",2008,1,2.82895354745117e-07
"4436","Design load",2012,1,5.9446776409379e-07
"4437","Base station",2010,1,5.37350710538845e-07
"4438","Brush (electric)",2008,1,2.82895354745117e-07
"4439","Estimator",2009,1,3.05274626580445e-07
"4440","3D modeling",2013,1,3.17950364768556e-07
"4441","Hinge line",2011,1,5.44529735952086e-07
"4442","Voltage source",2009,1,3.05274626580445e-07
"4443","Dewatering",2011,1,5.44529735952086e-07
"4444","Condition number",2009,1,3.05274626580445e-07
"4445","Preferred number",2011,1,5.44529735952086e-07
"4446","Phase detector",2014,1,2.70769877284384e-07
"4447","Configuration (geometry)",2011,1,5.44529735952086e-07
"4448","Transmittance",2009,1,3.05274626580445e-07
"4449","Flip-flop (electronics)",2011,1,5.44529735952086e-07
"4450","Dependent and independent variables",2014,1,2.70769877284384e-07
"4451","Environment (biophysical)",2014,1,2.70769877284384e-07
"4452","Sulfur dioxide",2012,1,5.9446776409379e-07
"4453","Solar irradiance",2007,1,3.42026039126411e-07
"4454","Users' group",2014,1,2.70769877284384e-07
"4455","Thin film",2014,1,2.70769877284384e-07
"4456","Stable value fund",2013,1,3.17950364768556e-07
"4457","Energy crop",2011,1,5.44529735952086e-07
"4458","Channel (communications)",2008,1,2.82895354745117e-07
"4459","Partial pressure",2012,1,5.9446776409379e-07
"4460","Organic matter",2006,1,4.07574361942336e-07
"4461","Electric power quality",2011,1,5.44529735952086e-07
"4462","Emergency evacuation",2011,1,5.44529735952086e-07
"4463","Greatest element",2013,1,3.17950364768556e-07
"4464","District heating",2011,1,5.44529735952086e-07
"4465","Natural fiber",2006,1,4.07574361942336e-07
