"ngram1","ngram2","pubyear","count"
"8293","High-density polyethylene","Electrostatic coating",2015,1
"8294","Electricity generation","Electric generator",2011,1
"8295","Electrolysis of water","Ammonium hydroxide",2012,1
"8296","Wind power","Soybean oil",2013,1
"8297","Rise time","AC power",2015,1
"8298","Overhead power line","Oscillating Water Column",2015,1
"8299","Water","Energy conservation",2014,1
"8300","Wind power","Electrical network",2006,1
"8301","Mass in special relativity","Horizontal and vertical",2012,1
"8302","Thermal power station","Natural resource",2011,1
"8303","Turbine blade","Drag coefficient",2014,1
"8304","Partial pressure","Heat-transfer fluid",2013,1
"8305","Wave power","Tidal power",2012,1
"8306","Euler angles","Beam steering",2015,1
"8307","Distributed generation","Computer data storage",2006,1
"8308","LED lamp","Electrical energy",2010,1
"8309","Energy harvesting","Angle of attack",2011,1
"8310","Transformer types","DC motor",2011,1
"8311","Finite impulse response","Digital filter",2013,1
"8312","Principal component analysis","Performance metric",2011,1
"8313","Magnetic flux","Magnetic circuit",2014,1
"8314","Turbine blade","Helicopter rotor",2015,1
"8315","Stretch wrap","Organic matter",2008,1
"8316","Subject indexing","Plant Simulation",2013,1
"8317","Wind power","Plant efficiency",2008,1
"8318","Renewable energy","Photovoltaic system",2010,1
"8319","Ground and neutral","ContactPoint",2014,1
"8320","Wind farm","Internal combustion engine",2009,1
"8321","Plastic film","Composite material",2011,1
"8322","Energy conversion efficiency","Electric generator",2011,1
"8323","Gas detector","Fuel gas",2011,1
"8324","Base station","AAA battery",2011,1
"8325","Industrial robot","Bridge bearing",2010,1
"8326","Wave power","Hydraulic head",2014,1
"8327","Structural material","Industrial applicability",2008,1
"8328","Motor vehicle","Automotive battery",2009,1
"8329","Transmission line","Linear alternator",2010,1
"8330","Induction heating","Dielectric heating",2011,1
"8331","Storage tank","Composite material",2013,1
"8332","Point process","Data storage device",2011,1
"8333","Observational error","Measuring instrument",2007,1
"8334","Image resolution","High-resolution scheme",2007,1
"8335","Packaging and labeling","Cell wall",2015,1
"8336","Product-form solution","Carbon monoxide",2011,1
"8337","Wind speed","Air pollution",2011,1
"8338","Horizontal plane","Flight control surfaces",2010,1
"8339","Wind power","Linear motion",2011,1
"8340","Voltage drop","Structural engineering",2015,1
"8341","Wind farm","Horizontal plane",2013,1
"8342","Pumped-storage hydroelectricity","Energy storage",2013,1
"8343","Tip-speed ratio","Stationary state",2013,1
"8344","Foamcore","Construction",2013,1
"8345","Unit (ring theory)","Standard deviation",2011,1
"8346","Wind power","Semiconductor device",2015,1
"8347","Total value","Complex analysis",2015,1
"8348","Management system","Data processing system",2013,1
"8349","System bus","Electric power conversion",2014,1
"8350","Water turbine","Flow control",2014,1
"8351","Rotational energy","Modes of mechanical ventilation",2011,1
"8352","System time","Control System",2007,1
"8353","Wind power","Energy conversion efficiency",2010,1
"8354","Voltage regulation","Power factor",2006,1
"8355","Surface area","Mass ratio",2011,1
"8356","Temperature","Planetary equilibrium temperature",2007,1
"8357","Energy storage","Electronics",2013,1
"8358","Optical coating","Intraocular lens",2007,1
"8359","Electricity generation","Cost of goods sold",2014,1
"8360","Wind wave","Throttle",2007,1
"8361","Friar","Flight control surfaces",2014,1
"8362","Internal combustion engine cooling","Carbon monoxide",2011,1
"8363","Fuel cell","Diesel generator",2008,1
"8364","Carbon monoxide","Aromatic hydrocarbon",2011,1
"8365","Signaling (telecommunications)","Field coil",2007,1
"8366","Maximum Force","Low Force",2011,1
"8367","Wind power","Quantity surveyor",2015,1
"8368","Solar chimney","Draft tube",2006,1
"8369","Wireless","Wind power",2012,1
"8370","Wind power","Hydroxy group",2012,1
"8371","Passivity (engineering)","Fatigue limit",2013,1
"8372","High frequency","Current transformer",2014,1
"8373","Frequency band","Continuous operation",2011,1
"8374","Solar cell","Automotive battery",2015,1
"8375","Transition temperature","Synchronous motor",2013,1
"8376","Sulfur dioxide","Electrolysis of water",2012,1
"8377","Regenerative brake","Kinetic energy",2011,1
"8378","Variable speed wind turbine","Energy transformation",2011,1
"8379","Omnidirectional antenna","Collision domain",2011,1
"8380","Wind speed","Beam steering",2015,1
"8381","Distilled water","Desert",2010,1
"8382","Weather station","Physical quantity",2009,1
"8383","Potential energy","Carbon dioxide",2013,1
"8384","Plant System","Mechanical system",2011,1
"8385","Electrical network","Block diagram",2006,1
"8386","Rotational speed","Feature extraction",2012,1
"8387","Hydrogen compressor","High pressure",2011,1
"8388","HVAC","Heat exchanger",2009,1
"8389","Linear particle accelerator","Angular acceleration",2015,1
"8390","Solar panel","High Priority",2011,1
"8391","Sine wave","Absolute value",2009,1
"8392","Transmission line","Electric generator",2011,1
"8393","Water turbine","Stress (mechanics)",2015,1
"8394","Liquid","Battery (electricity)",2011,1
"8395","Electricity generation","Cloud physics",2010,1
"8396","Electric power quality","DC motor",2007,1
"8397","Wind power","Energy supply",2007,1
"8398","Reference range","Change detection",2011,1
"8399","Singleton (mathematics)","Amplification factor",2012,1
"8400","Polar coordinate system","Periodic function",2013,1
"8401","Water cooling","Waste heat",2014,1
"8402","Magnetic flux","Lorentz force",2012,1
"8403","Wind wave","Power iteration",2015,1
"8404","Wind speed","Natural rubber",2011,1
"8405","Synchronous motor","Control unit",2012,1
"8406","Time of arrival","Electricity generation",2011,1
"8407","Water turbine","Water storage",2015,1
"8408","Tympanic cavity","Drive wheel",2014,1
"8409","Skin infection","Enterococcus faecium",2010,1
"8410","Steady state","Furnace",2013,1
"8411","Wind farm","Environment variable",2013,1
"8412","Vehicle","Drive shaft",2010,1
"8413","Linear motor","Bimorph",2011,1
"8414","Wireless","Solar cell",2011,1
"8415","Wind speed","Elasticity (physics)",2013,1
"8416","Hull (watercraft)","Bacillus cereus",2010,1
"8417","Plant System","Cable length",2008,1
"8418","Room temperature","Humidity",2014,1
"8419","Chemical reaction","Cancer cell",2015,1
"8420","Transmission system","1 (number)",2011,1
"8421","Time-lapse photography","Electricity generation",2010,1
"8422","Mass movement","Centrifugal force",2006,1
"8423","Yaw (rotation)","Fixed position assembly",2011,1
"8424","Volume expansion","Silicon oxide",2011,1
"8425","Energy storage","Battery (electricity)",2011,1
"8426","Turbine blade","Electricity generation",2012,1
"8427","HTML5","Functional genomics",2009,1
"8428","Gram-positive bacteria","Enterococcus faecium",2010,1
"8429","Synchronous motor","Electric machine",2007,1
"8430","Intermediate Region","Electric generator",2006,1
"8431","Water","Support surface",2012,1
"8432","Signaling (telecommunications)","Colored gold",2007,1
"8433","Transition layer","Composite material",2010,1
"8434","Time","Step sequence",2015,1
"8435","Horizontal and vertical","Fiber-reinforced concrete",2013,1
"8436","Induction generator","Alternator",2013,1
"8437","Renewable energy","Kinetic energy",2008,1
"8438","Flow diagram","Electrical energy",2011,1
"8439","Structural engineering","Electric power quality",2015,1
"8440","Operating point","Control System",2007,1
"8441","Mechanical energy","Energy transformation",2008,1
"8442","Stress (mechanics)","Parameter (computer programming)",2011,1
"8443","Renewable energy","Electric power transmission",2011,1
"8444","Signaling (telecommunications)","Pneumatic actuator",2011,1
"8445","Signal-to-noise ratio","Motor control",2011,1
"8446","Fuel cell","Executive arrangements",2011,1
"8447","Voltage regulation","Power factor",2007,1
"8448","Wind power","Power outage",2008,1
"8449","Material efficiency","Composite material",2013,1
"8450","Rotational speed","Electrical energy",2008,1
"8451","Fossil fuel","DC motor",2011,1
"8452","Fourier series","Duty cycle",2011,1
"8453","Magnetic circuit","Control System",2013,1
"8454","Wind power","Rotation around a fixed axis",2009,1
"8455","Hydrogen sulfide","Ammonium hydroxide",2014,1
"8456","Drag (physics)","Angle of attack",2008,1
"8457","Three Steps","Fischer–Tropsch process",2009,1
"8458","Saline (medicine)","Electricity generation",2011,1
"8459","Throughput (business)","Anaerobic respiration",2013,1
"8460","Path length","Advance ratio",2015,1
"8461","Thermometer","Heating system",2014,1
"8462","Solar panel","Electrical energy",2012,1
"8463","Neutral country","Fuel efficiency",2013,1
"8464","Synchronous condenser","AC power",2013,1
"8465","Thermal resistance","Thermal mass",2010,1
"8466","Unit operation","Artificial neural network",2011,1
"8467","Solar cell","Flow battery",2015,1
"8468","Wind power","Horizontal and vertical",2010,1
"8469","Phase transition","Initial condition",2011,1
"8470","Units of measurement","Buck converter",2015,1
"8471","Magnetic circuit","Hybrid system",2011,1
"8472","Fixed position assembly","Angular distance",2011,1
"8473","Signaling (telecommunications)","Power outage",2013,1
"8474","Electrical grid","Automotive battery",2013,1
"8475","Electromagnetic spectrum","Electric heating",2011,1
"8476","Offshore wind power","Flyback converter",2014,1
"8477","Electrolysis of water","Electrical energy",2015,1
"8478","Heat pump","Control System",2009,1
"8479","Dynamic balance","Dental drill",2013,1
"8480","Wind speed","Short Message Service",2012,1
"8481","World energy consumption","Electricity generation",2013,1
"8482","Turbine blade","Fixed position assembly",2014,1
"8483","Wind speed","Electric power transmission",2008,1
"8484","Multiple use","Alternator",2008,1
"8485","Vascular resistance","Energy development",2011,1
"8486","Security increase","Block and tackle",2011,1
"8487","Renewable energy","Endless (Frank Ocean album)",2011,1
"8488","Heat exchanger","Boiler (power generation)",2015,1
"8489","Degree Confluence Project","Aerodynamic force",2010,1
"8490","Lithium carbonate","Calcium carbonate",2013,1
"8491","Thermometer","Duct (flow)",2014,1
"8492","Turbine blade","Load-bearing wall",2010,1
"8493","Rotational symmetry","Flight control surfaces",2010,1
"8494","Wind speed","Unit process",2011,1
"8495","Wind speed","Meagre set",2011,1
"8496","Star network","Network topology",2011,1
"8497","Strength of materials","Fiber bundle",2015,1
"8498","Renewable energy","Hydraulic head",2014,1
"8499","Mechanical energy","Base load power plant",2007,1
"8500","Wind power","Electricity generation",2010,1
"8501","Power semiconductor device","Induction generator",2011,1
"8502","Utility model","Ball bearing",2014,1
"8503","Health","Green wall",2011,1
"8504","Solar cell","Construction",2015,1
"8505","Series and parallel circuits","Friction",2011,1
"8506","Renewable resource","Biodegradation",2011,1
"8507","Tropics","Strength of materials",2011,1
"8508","Stress (mechanics)","Failure cause",2011,1
"8509","Regression analysis","Data set",2014,1
"8510","Pressure sensor","Electrical energy",2011,1
"8511","Mechanical energy","Hydrogen production",2007,1
"8512","Optimal control","Active Power",2012,1
"8513","Measuring instrument","Light",2010,1
"8514","Wind power","Electrical connection",2014,1
"8515","Renewable resource","Electric machine",2011,1
"8516","Renewable fuels","Cementite",2013,1
"8517","Wind power","Soundproofing",2014,1
"8518","Rolling (metalworking)","Mechanical system",2014,1
"8519","Limit superior and limit inferior","Geothermal heating",2011,1
"8520","Carbon dioxide","Anaerobic digestion",2010,1
"8521","Melody","Loss given default",2015,1
"8522","Wind farm","Data collector",2011,1
"8523","Propeller","Gear",2013,1
"8524","Geothermal power","Carbon dioxide",2010,1
"8525","Solid oxide fuel cell","Molten carbonate fuel cell",2012,1
"8526","Neuromuscular junction","Kinetic energy",2007,1
"8527","Thin layers (oceanography)","Photovoltaic system",2011,1
"8528","Electric power conversion","Electrical energy",2012,1
"8529","Rotational speed","C-value",2011,1
"8530","Mechanical system","Fluid dynamics",2012,1
"8531","Hydroelectricity","Heat transfer",2010,1
"8532","Wind farm","Offshore wind power",2010,1
"8533","Water","Body of water",2012,1
"8534","Electrical energy","Battery electric vehicle",2013,1
"8535","Electric machine","Active noise control",2009,1
"8536","HVAC","Electricity generation",2011,1
"8537","Thermal energy storage","Mechanical energy",2011,1
"8538","Partial pressure","Kinetic energy",2014,1
"8539","Hydropower","High pressure",2014,1
"8540","Supply network","Bridging (networking)",2011,1
"8541","Heat Generation","Electricity generation",2014,1
"8542","Slide plate","Radial spoke",2009,1
"8543","Volt","Renewable energy",2011,1
"8544","Water vapor","Fuel cell",2011,1
"8545","Sebacic acid","Adipic acid",2008,1
"8546","Wind power","Entry point",2009,1
"8547","Respiratory tract infection","Bacillus cereus",2010,1
"8548","Angular acceleration","Angle of attack",2010,1
"8549","Leading edge","Flight control surfaces",2013,1
"8550","Turbine blade","Kinetic energy",2013,1
"8551","Dicarboxylic acid","Adhesive",2014,1
"8552","Sound","Dynamic pressure",2014,1
"8553","Natural resource","Energy conversion efficiency",2015,1
"8554","Renewable energy","Mechanical energy",2014,1
"8555","Wind power","Soft matter",2015,1
"8556","Sunlight","Electrical energy",2013,1
"8557","Voltage drop","Low voltage",2015,1
"8558","Programming tool","Noise (electronics)",2011,1
"8559","Solar thermal energy","Anaerobic digestion",2013,1
"8560","Water content","Laminated veneer lumber",2009,1
"8561","Synchronous motor","Angular displacement",2011,1
"8562","Energy storage","Electromagnetic spectrum",2014,1
"8563","Plating","Compression molding",2015,1
"8564","Wind speed","Supply network",2011,1
"8565","Waste oil","Industrial waste",2011,1
